name,author,rating,review,price,year,genre,image,description
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,10141,6,2019,Non Fiction,Image not found,"Good Days Start With Gratitude is a 52 week guide to cultivate an attitude of gratitude! It is a self exploration journal designed to focus on being thankful for what we have, the big things in life, as well as the simple joys. Each well designed weekly spread contains an inspirational quote, space to write 3 things you are thankful for each day of the week, and a weekly checkpoint. If you start each day by writing down three things you are thankful for - a good cup of coffee, the smell of rain, starting a good book - you begin each day on the right note. Do it daily and make it a habit to focus on the blessings you have been given! Grab a copy for a friend and share the journey together!"
Goodnight Moon,Margaret Wise Brown,4.8,8837,5,2019,Fiction,https://books.google.com/books/publisher/content/images/frontcover/0yoOvgAACAAJ?fife=w400-h600&source=gbs_api,"This gentle bedtime story, which has lulled generations of children to sleep, is the perfect first book to share at bedtime. In a great green room a little bunny is tucked up snugly and safely in bed and is getting ready to say goodnight to all the familiar things in his room, one by one. Margaret Wise Brown's comforting, rhythmical text accompanied by the warmth of Clement Hurd's classic mid-century illustrations make Goodnight Moon a timeless picture book, which is known and loved around the world."
Guts,Raina Telgemeier,4.8,5476,7,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/8W9wDwAAQBAJ?fife=w400-h600&source=gbs_api,"A true story from Raina Telgemeier, the #1 New York Timesbestselling, multiple Eisner Award-winning author of Smile, Sisters, Drama, and Ghosts! Raina wakes up one night with a terrible upset stomach. Her mom has one, too, so it's probably just a bug. Raina eventually returns to school, where she's dealing with the usual highs and lows: friends, not-friends, and classmates who think the school year is just one long gross-out session. It soon becomes clear that Raina's tummy trouble isn't going away... and it coincides with her worries about food, school, and changing friendships. What's going on?Raina Telgemeier once again brings us a thoughtful, charming, and funny true story about growing up and gathering the courage to face -- and conquer -- her fears."
"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",J. K. Rowling,4.9,7758,18,2019,Fiction,https://books.google.com/books/publisher/content/images/frontcover/MCPjwAEACAAJ?fife=w400-h600&source=gbs_api,"Young wizard-in-training Harry Potter prepares for a competition between Hogwarts School of Magic and two rival schools, develops a crush on Cho Chang, and wishes above all to be a normal fourteen-year-old."
Howard Stern Comes Again,Howard Stern,4.3,5272,16,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/59CMDwAAQBAJ?fife=w400-h600&source=gbs_api,Presents the first book in more than twenty years from the self-proclaimed King of All Media.
If Animals Kissed Good Night,Ann Whitford Paul,4.8,16643,4,2019,Fiction,https://books.google.com/books/publisher/content/images/frontcover/0ftJEAAAQBAJ?fife=w400-h600&source=gbs_api,"Rhyming text explores what would happen if animals kissed like humans do, from a slow kiss between a sloth and her cub to a mud-happy kiss from a hippo calf to his father."
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396,13,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/OFLPvAEACAAJ?fife=w400-h600&source=gbs_api,"""500 recipes for any budget. Recipes are listed step by step in a clear and understandable manner. With this cookbook, you will cook better, tastier and faster meals for yourself and your family.""--Amazon.com."
It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,4.8,7062,12,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/di5QDwAAQBAJ?fife=w400-h600&source=gbs_api,"New York Times bestselling author Lysa TerKeurst unveils her heart amid shattering circumstances and shows readers how to live assured when life doesn't turn out like they expected. What do you do when God’s timing seems questionable, His lack of intervention hurtful, and His promises doubtful? Life often looks so very different than we hoped or expected. Some events may simply catch us off guard for a moment, but others shatter us completely. We feel disappointed and disillusioned, and we quietly start to wonder about the reality of God’s goodness. Lysa TerKeurst understands this deeply. But she's also discovered that our disappointments can be the divine appointments our souls need to radically encounter God. In It's Not Supposed to Be This Way, Lysa invites us into her own journey of faith and, with grit, vulnerability, and honest humor, helps us to: Stop being pulled into the anxiety of disappointment by discovering how to better process unmet expectations and other painful situations. Train ourselves to recognize the three strategies of the enemy so we can stand strong and persevere through unsettling relationships and uncertain outcomes. Discover the secret of being steadfast and not panicking when God actually does give us more than we can handle. Shift our suspicion that God is cruel or unfair to the biblical assurance that God is protecting and preparing us. Know how to encourage a friend and help her navigate hard realities with real help from God's truth."
"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,4.8,5347,16,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/px9mDwAAQBAJ?fife=w400-h600&source=gbs_api,"Shares the answers to over one thousand questions on such topics as animals, natural resources, technology, and history."
National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,4.8,7866,11,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/Z1B-BAAAQBAJ?fife=w400-h600&source=gbs_api,"Linking to a popular feature in the super successful National Geographic Little Kids magazine, this book brings the browsable fun of the bestselling National Geographic Kids Almanac to a new audience: preschoolers! Using an interactive question-and-answer format and content grounded in a child's immediate world, the Big Book of Why delivers lively information, hands-on games, simple recipes, crafts, and more. What makes a car go? How does mushy dough become a crispy cookie? What does the doctor see in my throat? An essential parent reference, The Big Book of Why invites children to ask big questions, think big thoughts, and get answers that are accurate, engaging, level-appropriate, and based on sound educational findings. It helps prepare preschoolers for school in an interactive way—the very best way to foster learning at this age, according to research. Highly photographic and playful, this big book is an adventure in exploration."
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2019,Fiction,https://books.google.com/books/publisher/content/images/frontcover/1q_xAwAAQBAJ?fife=w400-h600&source=gbs_api,"Dr. Seuss’s wonderfully wise Oh, the Places You’ll Go! is the perfect gift to celebrate all of our special milestones—from graduations to birthdays and beyond! From soaring to high heights and seeing great sights to being left in a Lurch on a prickle-ly perch, Dr. Seuss addresses life’s ups and downs with his trademark humorous verse and whimsical illustrations. The inspiring and timeless message encourages readers to find the success that lies within, no matter what challenges they face. A perennial favorite and a perfect gift for anyone starting a new phase in their life!"
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,5,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/zvcBDAAAQBAJ?fife=w400-h600&source=gbs_api,"Sesame Street's Elmo tells little girls and boys ages 1 to 3 all about how to use the potty in this sturdy lift-the-flap board book with more than 30 flaps to find and open! P is for Potty is the perfect mix of fun and learning for potty-training toddlers—especially while they practice sitting on the potty! Sturdy flaps will hold up to hours of repeat lifting and peeking, and toddlers will delight in the surprises they find under the flaps."
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,2019,Fiction,https://books.google.com/books/publisher/content/images/frontcover/lldXNwAACAAJ?fife=w400-h600&source=gbs_api,"This companion to the 'Player's handbook' core rulebook introduces the primal power source, which draws on the spirits that preserve and sustain the world. This book includes four classes tied to the primal power source: the barbarian, the druid, the shaman, and the warden. It also presents four new arcane and divine classes: the avenger, the bard, the invoker, and the sorcerer."
Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,9382,6,2019,Fiction,https://books.google.com/books/publisher/content/images/frontcover/cLyoDwAAQBAJ?fife=w400-h600&source=gbs_api,"Straight from the mind of New York Times bestselling author Nathan W. Pyle, Strange Planet is an adorable and profound universe in pink, blue, green, and purple, based on the phenomenally popular Instagram of the same name! Strange Planet covers a full life cycle of the planet’s inhabitants, including milestones such as: The Emergence Day Being Gains a Sibling The Being Family Attains a Beast The Formal Education of a Being Celebration of Special Days Being Begins a Vocation The Beings at Home Health Status of a Being The Hobbies of a Being The Extended Family of the Being The Being Reflects on Life While Watching the Planet Rotate With dozens of never-before-seen illustrations in addition to old favorites, this fixed-format e-book offers a sweet and hilarious look at a distant world not all that unlike our own. I feel more attractive. Honestly, you are. It’s the star damage. I CRAVE STAR DAMAGE."
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/K1fRBAAAQBAJ?fife=w400-h600&source=gbs_api,"Over 20 million copies sold! A perennial New York Times bestseller for over a decade! Falling in love is easy. Staying in love—that’s the challenge. How can you keep your relationship fresh and growing amid the demands, conflicts, and just plain boredom of everyday life? In the #1 New York Times international bestseller The 5 Love Languages, you’ll discover the secret that has transformed millions of relationships worldwide. Whether your relationship is flourishing or failing, Dr. Gary Chapman’s proven approach to showing and receiving love will help you experience deeper and richer levels of intimacy with your partner—starting today. The 5 Love Languages is as practical as it is insightful. Updated to reflect the complexities of relationships today, this new edition reveals intrinsic truths and applies relevant, actionable wisdom in ways that work. Includes the Couple's Personal Profile assessment so you can discover your love language and that of your loved one."
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,12361,12,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/2a2MEAAAQBAJ?fife=w400-h600&source=gbs_api,"#1 New York Times bestseller “Essential reading for anyone interested in understanding and treating traumatic stress and the scope of its impact on society.” —Alexander McFarlane, Director of the Centre for Traumatic Stress Studies A pioneering researcher transforms our understanding of trauma and offers a bold new paradigm for healing in this New York Times bestseller Trauma is a fact of life. Veterans and their families deal with the painful aftermath of combat; one in five Americans has been molested; one in four grew up with alcoholics; one in three couples have engaged in physical violence. Dr. Bessel van der Kolk, one of the world’s foremost experts on trauma, has spent over three decades working with survivors. In The Body Keeps the Score, he uses recent scientific advances to show how trauma literally reshapes both body and brain, compromising sufferers’ capacities for pleasure, engagement, self-control, and trust. He explores innovative treatments—from neurofeedback and meditation to sports, drama, and yoga—that offer new paths to recovery by activating the brain’s natural neuroplasticity. Based on Dr. van der Kolk’s own research and that of other leading specialists, The Body Keeps the Score exposes the tremendous power of our relationships both to hurt and to heal—and offers new hope for reclaiming lives."
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/ax_3jwEACAAJ?fife=w400-h600&source=gbs_api,"The simple, friendly way to start the ketogenic diet and lifestyle AN EASY START TO KETO FOR BEGINNERS: Starting to work keto into your life can be overwhelming―so much to learn, so many resources to choose from. The Complete Ketogenic Diet for Beginners makes it easy to start, and stick with, the ketogenic diet. Think of this book as keto for the lazy person- you get exactly what you need for surprisingly simple keto: meal plans, shopping lists, support, and lots of keto-licious recipes, for those concerned about weight loss or those just working on being healthy. What sets this ketogenic cookbook apart from other keto books for beginners: EXPLAINS THE BIG PICTURE: This book offers an overview explaining the fundamentals of the ketogenic diet and handy charts illustrating nutritional information to help you master keto cooking in no time. CONTAINS 75 SCRUMPTIOUS RECIPES: From Bacon-Artichoke Omelets to Pesto Zucchini Noodles, these easy-to-follow recipes don't take too much time and can be prepared in 30 minutes or less. OUTLINES A 14-DAY MEAL PLAN: With breakfast, lunch, dinner, and snack suggestions, this book takes the guesswork out of starting your ketogenic diet by offering endless recipes to eat. Easy meets delicious meets healthy in this ketogenic diet and healthy lifestyle guide and cookbook. Start eating keto today!"
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/hzVxiw2DiOsC?fife=w400-h600&source=gbs_api,"Bestselling author don Miguel Ruiz reveals the source of self-limiting beliefs that rob us of joy and create needless suffering. Based on ancient Toltec wisdom, The Four Agreements offer a powerful code of conduct that can rapidly transform our lives to a new experience of freedom, true happiness, and love. • A New York Times bestseller for over 7 years • Over 5.2 million copies sold in the U.S. • Translated into 38 languages worldwide Don Miguel Ruiz’s book is a roadmap to enlightenment and freedom.” — Deepak Chopra, Author, The Seven Spiritual Laws of Success “An inspiring book with many great lessons . . .” — Wayne Dyer, Author, Real Magic “In the tradition of Castaneda, Ruiz distills essential Toltec wisdom, expressing with clarity and impeccability what it means for men and women to live as peaceful warriors in the modern world.” — Dan Millman, Author, Way of the Peaceful Warrior"
The Guardians: A Novel,John Grisham,4.5,13609,14,2019,Fiction,https://books.google.com/books/publisher/content/images/frontcover/fkGNEAAAQBAJ?fife=w400-h600&source=gbs_api,"#1 NEW YORK TIMES BEST SELLER • A classic legal thriller—with a twist. • ""A suspenseful thriller mixed with powerful themes such as false incarceration, the death penalty and how the legal system shows prejudice.” —Associated Press In the small Florida town of Seabrook, a young lawyer named Keith Russo was shot dead at his desk as he worked late one night. The killer left no clues. There were no witnesses, no one with a motive. But the police soon came to suspect Quincy Miller, a young Black man who was once a client of Russo’s. Quincy was tried, convicted, and sent to prison for life. For twenty-two years he languished in prison, maintaining his innocence. But no one was listening. He had no lawyer, no advocate on the outside. In desperation, he writes a letter to Guardian Ministries, a small nonprofit run by Cullen Post, a lawyer who is also an Episcopal minister. Guardian accepts only a few innocence cases at a time. Cullen Post travels the country fighting wrongful convictions and taking on clients forgotten by the system. With Quincy Miller, though, he gets far more than he bargained for. Powerful, ruthless people murdered Keith Russo, and they do not want Quincy Miller exonerated. They killed one lawyer twenty-two years ago, and they will kill another without a second thought."
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/EcyiCgAAQBAJ?fife=w400-h600&source=gbs_api,"This is a beautiful hardback edition of Marie Kondo's classic book, complete with a wrap-around red elastic ribbon to keep the book closed in between reading. Transform your home into a permanently clear and clutter-free space with the incredible KonMari Method. Japan's expert declutterer and professional cleaner Marie Kondo will help you tidy your rooms once and for all with her inspirational step-by-step method. The key to successful tidying is to tackle your home in the correct order, to keep only the things you really love and to do it all at once âe"" and quickly. After that for the rest of your life you only need to choose what to keep and what to discard. The KonMari Method will not just transform your space. Once you have your house in order you will find that your whole life will change. You can feel more confident, you can become more successful, and you can have the energy and motivation to create the life you want. You can also find the courage to move on from the negative aspects of your life. For example, you can recognise and finish a bad relationship, stop feeling anxious or finally lose weight. Marie Kondo's method is based on a 'once-cleaned, never-messy-again' approach. If you think that such a thing is impossible then you should definitely read this compelling book. Alternatively, if you want to share The Life-Changing Magic of Tidying with your friends and family this lovely edition is the perfect gift."
The Mueller Report,The Washington Post,4.6,2744,12,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/NNWKDwAAQBAJ?fife=w400-h600&source=gbs_api,"ONE OF TIME’S 100 BEST BOOKS OF THE YEAR The Crucial #1 New York Times Bestseller “The Mueller report is that rare Washington tell-all that surpasses its pre-publication hype…the best book by far on the workings of the Trump presidency.” —Carlos Lozada, The Washington Post The only book with exclusive analysis by the Pulitzer Prize–winning staff of The Washington Post, and the most complete and authoritative available. Read the findings of the Special Counsel’s investigation into Russian interference in the 2016 election, complete with accompanying analysis by the Post reporters who’ve covered the story from the beginning. This edition from The Washington Post/Scribner contains: —The long-awaited Report On The Investigation Into Russian Interference In The 2016 Presidential Election —An introduction by The Washington Post titled “A President, a Prosecutor, and the Protection of American Democracy” —A timeline of the major events of the Special Counsel’s investigation from May 2017, when Robert Mueller was appointed, to the report's delivery —A guide to individuals involved, including in the Special Counsel’s Office, the Department of Justice, the FBI, the Trump Campaign, the White House, the Trump legal defense team, and the Russians —Key documents in the Special Counsel’s investigation, including filings pertaining to General Michael T. Flynn, Paul Manafort, Michael Cohen, Roger Stone, and the Russian internet operation in St. Petersburg. Each document is introduced and explained by Washington Post reporters. One of the most urgent and important investigations ever conducted, the Mueller inquiry focuses on Donald Trump, his presidential campaign, and Russian interference in the 2016 election, and draws on the testimony of dozens of witnesses and the work of some of the country’s most seasoned prosecutors. The special counsel’s investigation looms as a turning point in American history. The Mueller Report is essential reading for all citizens concerned about the fate of the presidency and the future of our democracy."
The Silent Patient,Alex Michaelides,4.5,27536,14,2019,Fiction,https://books.google.com/books/publisher/content/images/frontcover/tLdiDwAAQBAJ?fife=w400-h600&source=gbs_api,"**THE INSTANT #1 NEW YORK TIMES BESTSELLER** ""An unforgettable—and Hollywood-bound—new thriller... A mix of Hitchcockian suspense, Agatha Christie plotting, and Greek tragedy."" —Entertainment Weekly The Silent Patient is a shocking psychological thriller of a woman’s act of violence against her husband—and of the therapist obsessed with uncovering her motive. Alicia Berenson’s life is seemingly perfect. A famous painter married to an in-demand fashion photographer, she lives in a grand house with big windows overlooking a park in one of London’s most desirable areas. One evening her husband Gabriel returns home late from a fashion shoot, and Alicia shoots him five times in the face, and then never speaks another word. Alicia’s refusal to talk, or give any kind of explanation, turns a domestic tragedy into something far grander, a mystery that captures the public imagination and casts Alicia into notoriety. The price of her art skyrockets, and she, the silent patient, is hidden away from the tabloids and spotlight at the Grove, a secure forensic unit in North London. Theo Faber is a criminal psychotherapist who has waited a long time for the opportunity to work with Alicia. His determination to get her to talk and unravel the mystery of why she shot her husband takes him down a twisting path into his own motivations—a search for the truth that threatens to consume him...."
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/yng_CwAAQBAJ?fife=w400-h600&source=gbs_api,"#1 New York Times Bestseller Over 10 million copies sold In this generation-defining self-help guide, a superstar blogger cuts through the crap to show us how to stop trying to be ""positive"" all the time so that we can truly become better, happier people. For decades, we’ve been told that positive thinking is the key to a happy, rich life. ""F**k positivity,"" Mark Manson says. ""Let’s be honest, shit is f**ked and we have to live with it."" In his wildly popular Internet blog, Manson doesn’t sugarcoat or equivocate. He tells it like it is—a dose of raw, refreshing, honest truth that is sorely lacking today. The Subtle Art of Not Giving a F**k is his antidote to the coddling, let’s-all-feel-good mindset that has infected American society and spoiled a generation, rewarding them with gold medals just for showing up. Manson makes the argument, backed both by academic research and well-timed poop jokes, that improving our lives hinges not on our ability to turn lemons into lemonade, but on learning to stomach lemons better. Human beings are flawed and limited—""not everybody can be extraordinary, there are winners and losers in society, and some of it is not fair or your fault."" Manson advises us to get to know our limitations and accept them. Once we embrace our fears, faults, and uncertainties, once we stop running and avoiding and start confronting painful truths, we can begin to find the courage, perseverance, honesty, responsibility, curiosity, and forgiveness we seek. There are only so many things we can give a f**k about so we need to figure out which ones really matter, Manson makes clear. While money is nice, caring about what you do with your life is better, because true wealth is about experience. A much-needed grab-you-by-the-shoulders-and-look-you-in-the-eye moment of real-talk, filled with entertaining stories and profane, ruthless humor, The Subtle Art of Not Giving a F**k is a refreshing slap for a generation to help them lead contented, grounded lives."
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11550,10,2019,Non Fiction,https://books.google.com/books/publisher/content/images/frontcover/DpqPwAk8UvYC?fife=w400-h600&source=gbs_api,"The success stories speak for themselves in this book from money maestro Dave Ramsey. Instead of promising the normal dose of quick fixes, Ramsey offers a bold, no-nonsense approach to money matters, providing not only the how-to but also a grounded and uplifting hope for getting out of debt and achieving total financial health. Ramsey debunks the many myths of money (exposing the dangers of cash advance, rent-to-own, debt consolidation) and attacks the illusions and downright deceptions of the American dream, which encourages nothing but overspending and massive amounts of debt. ""Don't even consider keeping up with the Joneses,"" Ramsey declares in his typically candid style. ""They're broke!"" The Total Money Makeover isn't theory. It works every single time. It works because it is simple. It works because it gets to the heart of the money problems: you. This 3rd edition of The Total Money Makeover includes a fresh cover design, all new personal success stories, and naysayers, and more."
